"specificationID","sectionID","sectionLabel","sectionURL","definitionID","definitionURL","definitionTerm","definitionText","definitionIsLocal"
"MPD-3.0.1","section_5.2.4.6","Section 5.2.4.6. URI Resolution Involving Reference Elements","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_5.2.4.6","definition_reference_element","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_reference_element","reference element","A reference element is an element information item that has an attribute structures:ref. A reference element refers to its value by reference, instead of carrying it as content.",true
"MPD-3.0.1","section_2.8","Section 2.8. Reference Schema Documents","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_2.8","definition_reference_schema_document","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_reference_schema_document","reference schema document","As defined by [NIEM Naming and Design Rules 3.0]:An XML schema document that is intended to provide the authoritative definitions of broadly reusable schema components. It is a conformance target of [NIEM Naming and Design Rules 3.0]. A reference schema document MUST conform to all rules of [NIEM Naming and Design Rules 3.0] that apply to this conformance target. An instance XML document with a conformance target identifier of http://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/#ReferenceSchemaDocument MUST be a conformant reference schema document.",true
"MPD-3.0.1","section_2.8","Section 2.8. Reference Schema Documents","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_2.8","definition_reference_schema_document_set","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_reference_schema_document_set","reference schema document set","A set of related reference schema documents, such as a NIEM release.",true
"MPD-3.0.1","section_5.2.4","Section 5.2.4. URI Schemes","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_5.2.4","definition_resolve_URI","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_resolve_URI","resolve URI","A function (or action) that takes a URI string of the form xs:anyURI and returns the resource it identifies. If the URI is local (i.e., within an MPD) and the resource does not exist, then this function fails. If a URI is remote or of unknown location (e.g., a URN), then this function (or action) may require human assistance to determine if a resource associated with the URI exists (pass) or not (fail).",true
"MPD-3.0.1","section_2.7","Section 2.7. XML Validation","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_2.7","definition_schema_component","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_schema_component","schema component","The generic term for the building blocks that comprise the abstract data model of a schema.(as defined by [W3C XML Schema Part 1 Structures],  §2.2, XML Schema Abstract Data Model)",true
"MPD-3.0.1","section_4.2.1","Section 4.2.1. Basic Subset Concepts","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_4.2.1","definition_schema_document_subset","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_schema_document_subset","schema document subset","An XML schema document set based on a reference schema document set intended to ensure that any instance XML document valid to the schema document subset is also valid to the reference schema document set.",true
"MPD-3.0.1","section_6.2","Section 6.2. Business Rules","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_6.2","definition_Schematron_schema","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_Schematron_schema","Schematron schema","A business rule schema that adheres to [ISO Schematron].",true
"MPD-3.0.1","section_4.2.1","Section 4.2.1. Basic Subset Concepts","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_4.2.1","definition_subset_schema_document","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_subset_schema_document","subset schema document","An XML schema document that meets all of the following criteria: It is built from a reference schema document set where one or more reference schema documents have been substituted by corresponding subset schema documents. It is built from a reference schema document by applying subset operations to the XML schema statements in a reference schema document. It is explicitly designated as a subset schema document. This is accomplished by declaration in the relevant MPD catalog or by a tool-specific mechanism outside the subset schema document. It has a target namespace previously defined by a reference schema document. That is, it does not provide original definitions and declarations for schema components, but instead provides an alternate schema representation of components that are defined by a reference schema document. It does not alter the business semantics of components in its namespace. The reference schema document defines these business semantics. It is intended to express the limited vocabulary necessary for an IEPD and to support XML Schema validation for an IEPD.",true
"MPD-3.0.1","section_5.6.1","Section 5.6.1. Validity Context and Constraints","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_5.6.1","definition_validity_constraint_context","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_validity_constraint_context","validity constraint context","A set of information items that establishes the applicability of certain validity constraints.",true
"MPD-3.0.1","section_5.5","Section 5.5. XML Catalogs","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_5.5","definition_XML_catalog_document","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_XML_catalog_document","XML catalog document","As defined by [XML Catalogs 1.1], which states:An entity catalog.An XML catalog document MUST conform to all the rules in this specification for the conformance target XML catalog document.Rules specifying this conformance target use the applicability code XML-catalog.",true
"MPD-3.0.1","section_2.7","Section 2.7. XML Validation","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_2.7","definition_XML_document","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_XML_document","XML document","A document in XML format.(as defined by [W3C XML 1.0],  §2, Documents)",true
"MPD-3.0.1","section_2.7","Section 2.7. XML Validation","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_2.7","definition_XML_Schema","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_XML_Schema","XML Schema","A set of schema components.(as defined by [W3C XML Schema Part 1 Structures],  §2.2, XML Schema Abstract Data Model)",true
"MPD-3.0.1","section_2.7","Section 2.7. XML Validation","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_2.7","definition_XML_schema_assembly","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_XML_schema_assembly","XML schema assembly","A process that uses XML schema documents to identify the constituent schema components for an XML Schema, and correctly sequences and structures these components to construct a single entity, the XML Schema.",true
"MPD-3.0.1","section_2.7","Section 2.7. XML Validation","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_2.7","definition_XML_schema_document","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_XML_schema_document","XML schema document","A physical (file) representation of part or all of an XML Schema. One or more XML schema documents are used to assemble schema components into an XML Schema.",true
"MPD-3.0.1","section_2.7","Section 2.7. XML Validation","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_2.7","definition_XML_schema_validation","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_XML_schema_validation","XML schema validation","The process of checking an XML document to confirm that it is both well-formed (as defined by [W3C XML 1.0],  §2.1, Well-Formed XML Documents) and valid (as defined by [W3C XML Schema Part 1 Structures],  §2.3, Constraints and Validation Rules), in that it follows the structure defined by an associated XML Schema. A well-formed document follows the syntactic rules of XML, which are the same for all XML documents.",true
"MPD-3.0.1","section_3.2","Section 3.2. MPD Conformance Targets","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#section_3.2","definition_ZIP_file","https://reference.niem.gov/niem/specification/model-package-description/3.0.1/model-package-description-3.0.1.html#definition_ZIP_file","ZIP file","As defined by [PKZIP], which states that it defines:... a cross-platform, interoperable file storage and transfer format ... used to aggregate, compress, and encrypt files into a single interoperable container.",true
"CodeLists-4.0","section_2.2","Section 2.2. RFC 3986: Uniform Resource Identifier (URI): Generic Syntax","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.2","definition_absolute_URI","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_absolute_URI","absolute URI","The term absolute URI is as defined by [RFC3986] Section 4.3, Absolute URI, identifying a uniform resource identifier that matches the grammar production absolute-URI.",false
"CodeLists-4.0","section_2.8","Section 2.8. NIEM Naming and Design Rules","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.8","definition_application_information","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_application_information","application information","The term application information (of a schema component) is defined by [NIEM NDR] Section 10.9, Machine-readable annotations, describing the contents of xs:appinfo annotations on the element that defines a schema component.",false
"CodeLists-4.0","section_2.5","Section 2.5. XML Information Set","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.5","definition_attribute","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_attribute","attribute","The term attribute refers to an attribute information item as defined by [XML Infoset] Section 2.3, Attribute Information Items.",false
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_attribute_declaration","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_attribute_declaration","attribute declaration","The term attribute declaration is defined by [XMLSchema1] Section 2.2.2.3, Attribute Declaration.",false
"CodeLists-4.0","section_2.11","Section 2.11. XML Catalogs","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.11","definition_catalog_entry_file","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_catalog_entry_file","catalog entry file","The term catalog entry file is defined by [XML Catalogs] Section 2, Terminology, which states:  A catalog may be physically contained in one or more catalog entry files. A catalog entry file is a document that contains a set of catalog entries.",false
"CodeLists-4.0","section_2.9","Section 2.9. Code Lists","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.9","definition_code_list","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_list","code list","A code list is a set of distinct entries with a corresponding set of columns. A code list may be thought of as a table, with table rows as distinct entries, table columns as code list columns, and individual cells as code values.",true
"CodeLists-4.0","section_4.3","Section 4.3. Definition of code list binding","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_4.3","definition_code_list_binding","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_list_binding","code list binding","A code list binding is an assigned correspondence between a set of data values, such as data within an XML document, and a set of columns within a code list, identified via a code list identifier and a set of column names.A code list binding has the following properties: a code list identifier a set of column/value pairs, each having: a column reference: either a column name or a well-known column reference, and a data value A boolean value, constraining.",true
"CodeLists-4.0","section_3.1","Section 3.1. Code list document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_3.1","definition_code_list_document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_list_document","code list document","A code list document is a file or resource that contains one or more code lists. It is a conformance target of this specification. A code list document MUST conform to all rules of this specification that apply to this conformance target. An XML document with an effective conformance target identifier of http://reference.niem.gov/niem/specification/code-lists/4.0/#CodeListDocument MUST be a code list document.",true
"CodeLists-4.0","section_2.9","Section 2.9. Code Lists","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.9","definition_code_list_identifier","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_list_identifier","code list identifier","A code list identifier is an absolute URI that identifies a code list.",true
"CodeLists-4.0","section_3.6","Section 3.6. Code list validation set","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_3.6","definition_code_list_validation_set","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_list_validation_set","code list validation set","A code list validation set is an abstraction that contains one or more of: The instance, a code list-enabled instance document The catalog, an entity catalog, with its local context The schema, an XML Schema, and A code list document",true
"CodeLists-4.0","section_3.5","Section 3.5. Code list-enabled instance document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_3.5","definition_code_list-enabled_instance_document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_list-enabled_instance_document","code list-enabled instance document","A code list-enabled instance document is an XML document that leverages this specification to connect data values with code lists. A code list-enabled instance document MUST conform to all rules of this specification that apply to this conformance target. An XML document with an effective conformance target identifier of http://reference.niem.gov/niem/specification/code-lists/4.0/#InstanceDocument MUST be a code list-enabled instance document.",true
"CodeLists-4.0","section_3.4","Section 3.4. Code list-enabled schema document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_3.4","definition_code_list-enabled_schema_document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_list-enabled_schema_document","code list-enabled schema document","A code list-enabled schema document is an XML Schema document that supports the use of code list documents for validation and meaning. It is a conformance target of this specification. A code list-enabled schema document MUST conform to all rules of this specification that apply to this conformance target. The conformance target identifier for this conformance target is http://reference.niem.gov/niem/specification/code-lists/4.0/#SchemaDocument.",true
"CodeLists-4.0","section_2.4","Section 2.4. XML Namespaces","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.4","definition_code_lists_instance_namespace","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_lists_instance_namespace","code lists instance namespace","Defined by this specification, the code lists instance namespace defines attributes that connect XML element content to code lists at run time",false
"CodeLists-4.0","section_2.4","Section 2.4. XML Namespaces","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.4","definition_code_lists_schema_appinfo_namespace","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_lists_schema_appinfo_namespace","code lists schema appinfo namespace","Defined by this specification, the code lists schema appinfo namespace defines an XML vocabulary for use in xs:appinfo on XML Schema component definitions, which connect XML element and attribute content to code lists",false
"CodeLists-4.0","section_2.9","Section 2.9. Code Lists","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.9","definition_code_value","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_code_value","code value","A code value is a single data value within a distinct entry in a code list. Each code value of a distinct entry corresponds to a column of the code list.",true
"CodeLists-4.0","section_2.9","Section 2.9. Code Lists","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.9","definition_column","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_column","column","A column of a code list is metadata that describes a code value within each distinct entry of the code list. Each code value within the code list corresponds to one column of the code list.",true
"CodeLists-4.0","section_2.9","Section 2.9. Code Lists","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.9","definition_column_identifier","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_column_identifier","column identifier","A column identifier is an absolute URI that identifies a column of a code list.",true
"CodeLists-4.0","section_2.9","Section 2.9. Code Lists","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.9","definition_column_name","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_column_name","column name","A column name is a character string value that identifies a column within the scope of a code list.",true
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_complex_type_definition","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_complex_type_definition","complex type definition","The term complex type definition is defined by [XMLSchema1] Section 2.2.1.3, Complex Type Definition.",false
"CodeLists-4.0","section_2.7","Section 2.7. Conformance Targets Attribute Specification","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.7","definition_conformance_target","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_conformance_target","conformance target","The term conformance target is defined by [CTAS] Section 3.1, Conformance Target Defined which states:  A conformance target is a class of artifact, such as an interface, protocol, document, platform, process or service, that is the subject of conformance clauses and normative statements. There may be several conformance targets defined within a specification, and these targets may be diverse so as to reflect different aspects of a specification. For example, a protocol message and a protocol engine may be different conformance targets.",false
"CodeLists-4.0","section_2.7","Section 2.7. Conformance Targets Attribute Specification","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.7","definition_conformance_target_identifier","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_conformance_target_identifier","conformance target identifier","The term conformance target identifier is defined by [CTAS] Section 3.1, Conformance Target Defined, which states:  A conformance target identifier is an internationalized resource identifier that uniquely identifies a conformance target.",false
"CodeLists-4.0","section_3.3","Section 3.3. CSV code list document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_3.3","definition_CSV_code_list_document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_CSV_code_list_document","CSV code list document","A CSV code list document is a code list document. It is a conformance target of this specification. A CSV code list document MUST conform to all rules of this specification that apply to this conformance target. The conformance target identifier for this conformance target is http://reference.niem.gov/niem/specification/code-lists/4.0/#CSVCodeListDocument.",true
"CodeLists-4.0","section_2.10","Section 2.10. RFC 4180: Comma-separated values (CSV) files","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.10","definition_CSV_column_name","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_CSV_column_name","CSV column name","A CSV column name is the portion of a CSV file matching rule name of the ABNF grammar.",false
"CodeLists-4.0","section_2.10","Section 2.10. RFC 4180: Comma-separated values (CSV) files","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.10","definition_CSV_field","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_CSV_field","CSV field","A CSV field is the portion of a CSV file matching rule field of the ABNF grammar.",false
"CodeLists-4.0","section_2.10","Section 2.10. RFC 4180: Comma-separated values (CSV) files","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.10","definition_CSV_file","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_CSV_file","CSV file","A CSV file is a resource matching rule file of the ABNF grammar.",false
"CodeLists-4.0","section_2.10","Section 2.10. RFC 4180: Comma-separated values (CSV) files","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.10","definition_CSV_header","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_CSV_header","CSV header","A CSV header is the portion of a CSV file matching rule header of the ABNF grammar, and which provides names of columns within the CSV file.",false
"CodeLists-4.0","section_2.10","Section 2.10. RFC 4180: Comma-separated values (CSV) files","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.10","definition_CSV_record","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_CSV_record","CSV record","A CSV record is the portion of a CSV file matching rule record of the ABNF grammar.",false
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_derived","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_derived","derived","A type $derived is derived from a type $base if and only if type $derived is validly derived from type $base for {extension, restriction} as defined by [XMLSchema1] Section 3.4.6, Constraints on Complex Type Definition Schema Components, subsection Schema Component Constraint: Type Derivation OK (Complex) and Section 3.14.6, Constraints on Simple Type Definition Schema Components, subsection Schema Component Constraint: Type Derivation OK (Simple).",false
"CodeLists-4.0","section_2.9","Section 2.9. Code Lists","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.9","definition_distinct_entry","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_distinct_entry","distinct entry","A distinct entry is a single conceptual entity within a code list. It is composed of a set of code values, each corresponding to a column of the code list. It may be thought of as a row of a table, where each individual cell of a row corresponds to a column of the table.",true
"CodeLists-4.0","section_2.7","Section 2.7. Conformance Targets Attribute Specification","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.7","definition_effective_conformance_target_identifier","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_effective_conformance_target_identifier","effective conformance target identifier","The term effective conformance target identifier is defined by [CTAS] Section 4, Semantics and Use, which states:  An effective conformance target identifier of a conformant document is an internationalized resource identifier reference that occurs in the document’s effective conformance targets attribute.",false
"CodeLists-4.0","section_2.5","Section 2.5. XML Information Set","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.5","definition_element","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_element","element","The term element refers to an element information item as defined by [XML Infoset] Section 2.2, Element Information Items.",false
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_element_declaration","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_element_declaration","element declaration","The term element declaration is defined by [XMLSchema1] Section 2.2.2.1, Element Declaration.",false
"CodeLists-4.0","section_2.11","Section 2.11. XML Catalogs","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.11","definition_entity_catalog","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_entity_catalog","entity catalog","The term entity catalog is defined by [XML Catalogs], which states in [XML Catalogs] Section 3, An Entity Catalog:  The catalog is effectively an ordered list of (one or more) catalog entry files. It is up to the application to determine the ordered list of catalog entry files to be used as the logical catalog.",false
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_exclusive_lower_bound","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_exclusive_lower_bound","exclusive lower bound","The term exclusive lower bound is as defined by [XMLSchema2] Section 4.2.1, bounded.",false
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_exclusive_upper_bound","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_exclusive_upper_bound","exclusive upper bound","The term exclusive upper bound is as defined by [XMLSchema2] Section 4.2.1, bounded.",false
"CodeLists-4.0","section_3.2","Section 3.2. Genericode code list document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_3.2","definition_Genericode_code_list_document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_Genericode_code_list_document","Genericode code list document","A Genericode code list document is a code list document. It is a conformance target of this specification. A Genericode code list document MUST conform to all rules of this specification that apply to this conformance target. The conformance target identifier for this conformance target is http://reference.niem.gov/niem/specification/code-lists/4.0/#GenericodeCodeListDocument.",true
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_inclusive_lower_bound","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_inclusive_lower_bound","inclusive lower bound","The term inclusive lower bound is as defined by [XMLSchema2] Section 4.2.1, bounded.",false
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_inclusive_upper_bound","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_inclusive_upper_bound","inclusive upper bound","The term inclusive upper bound is as defined by [XMLSchema2] Section 4.2.1, bounded.",false
"CodeLists-4.0","section_2.11","Section 2.11. XML Catalogs","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.11","definition_local_context","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_local_context","local context","The resources (i.e., files) that are within the same local cache, ZIP file, or other contained location as an entity catalog are the local context of the entity catalog.",false
"CodeLists-4.0","section_2.11","Section 2.11. XML Catalogs","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.11","definition_locally-resolved_resource","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_locally-resolved_resource","locally-resolved resource","A locally-resolved resource for a URI relative to an entity catalog is the resource yielded through the process of resolving the URI into a resource URI using the entity catalog, and then producing the corresponding resource from the local context of the entity catalog.",true
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_normalized_value","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_normalized_value","normalized value","The term normalized value is defined by [XMLSchema1] Section 3.1.4, White Space Normalization during Validation.",false
"CodeLists-4.0","section_2.11","Section 2.11. XML Catalogs","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.11","definition_resolve","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_resolve","resolve","The term resolve refers to the process of resolving URI references, as described by [XML Catalogs] Section 7.2.2, Resolution of URI references, which defines the process for resolving a URI reference to a URI for a corresponding resource, as identified by an entity catalog.",false
"CodeLists-4.0","section_2.2","Section 2.2. RFC 3986: Uniform Resource Identifier (URI): Generic Syntax","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.2","definition_resource","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_resource","resource","The term resource is defined by [RFC3986] Section 1.1, Overview of URIs, which states:  This specification does not limit the scope of what might be a resource; rather, the term resource is used in a general sense for whatever might be identified by a URI. Familiar examples include an electronic document, an image, a source of information with a consistent purpose (e.g., today’s weather report for Los Angeles), a service (e.g., an HTTP-to-SMS gateway), and a collection of other resources.",false
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_schema_component","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_schema_component","schema component","The term schema component is defined by [XMLSchema1] Section 2.2, XML Schema Abstract Data Model, which states:  Schema component is the generic term for the building blocks that comprise the abstract data model of the schema.",false
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_schema_document","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_schema_document","schema document","The term schema document is defined by [XMLSchema1] Section 3.1.2, XML Representations of Components, which states:  A document in this form (i.e. a  element information item) is a schema document.",false
"CodeLists-4.0","section_2.6","Section 2.6. XML Schema","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#section_2.6","definition_schema-valid","https://reference.niem.gov/niem/specification/code-lists/4.0/niem-code-lists-4.0.html#definition_schema-valid","schema-valid","The term schema-valid refers to valid as defined by [XMLSchema1] Section 2.1, Overview of XML Schema.",false
